JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456719.49231,15.248,0.056,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.60,Z,18.507,19.363,,AA TAU,VVS,STD,,,,
2456720.49084,15.446,0.070,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.61,Z,18.481,19.335,,AA TAU,VVS,STD,,,,
2456720.49160,15.407,0.059,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.61,Z,18.467,19.316,,AA TAU,VVS,STD,,,,
2456721.49073,15.332,0.063,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.62,Z,18.460,19.298,,AA TAU,VVS,STD,,,,
2456721.49148,15.247,0.053,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.63,Z,18.478,19.299,,AA TAU,VVS,STD,,,,
2456722.49005,15.335,0.060,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.63,Z,18.420,19.281,,AA TAU,VVS,STD,,,,
2456722.49080,15.149,0.047,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.64,Z,18.430,19.284,,AA TAU,VVS,STD,,,,
2456723.48896,15.149,0.056,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.64,Z,18.444,19.296,,AA TAU,VVS,STD,,,,
2456723.48971,15.306,0.062,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.65,Z,18.432,19.298,,AA TAU,VVS,STD,,,,
2456724.48844,15.253,0.104,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.66,Z,18.451,19.353,,AA TAU,VVS,STD,,,,
2456724.48919,15.080,0.089,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.66,Z,18.460,19.353,,AA TAU,VVS,STD,,,,
2456725.49322,14.930,0.047,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.70,Z,18.470,19.326,,AA TAU,VVS,STD,,,,
2456725.49397,15.063,0.051,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.71,Z,18.459,19.327,,AA TAU,VVS,STD,,,,
2456726.48690,14.959,0.051,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.68,Z,18.421,19.267,,AA TAU,VVS,STD,,,,
2456726.48764,14.893,0.051,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.68,Z,18.435,19.284,,AA TAU,VVS,STD,,,,
2456727.48656,15.262,0.082,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.70,Z,18.536,19.419,,AA TAU,VVS,STD,,,,
2456727.48730,15.242,0.075,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.70,Z,18.548,19.376,,AA TAU,VVS,STD,,,,
2456728.48610,15.243,0.068,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.71,Z,18.464,19.342,,AA TAU,VVS,STD,,,,
2456728.48685,15.249,0.066,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.72,Z,18.478,19.316,,AA TAU,VVS,STD,,,,
2456728.67894,15.446,0.047,,V,MJB,,000-BKF-957,000-BKF-955,13222QC,STANDARD MAG: C = 14.179  K = 13.052,0,2.21,Z,17.795,16.680,,AA TAU,AAVSO,STD,,,,
2456729.48525,15.196,0.069,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.72,Z,18.467,19.357,,AA TAU,VVS,STD,,,,
2456729.48600,15.252,0.066,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.73,Z,18.471,19.322,,AA TAU,VVS,STD,,,,
2456731.48359,14.883,0.054,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.75,Z,18.461,19.328,,AA TAU,VVS,STD,,,,
2456731.48433,14.967,0.055,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.76,Z,18.463,19.378,,AA TAU,VVS,STD,,,,
2456732.48338,14.821,0.052,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.77,Z,18.468,19.373,,AA TAU,VVS,STD,,,,
2456732.48413,14.759,0.048,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.78,Z,18.514,19.365,,AA TAU,VVS,STD,,,,
2456733.48236,14.853,0.062,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.79,Z,18.555,19.459,,AA TAU,VVS,STD,,,,
2456733.48311,14.843,0.058,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.79,Z,18.591,19.443,,AA TAU,VVS,STD,,,,
2456734.48209,14.969,0.052,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.81,Z,18.547,19.391,,AA TAU,VVS,STD,,,,
2456734.48284,14.954,0.054,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.82,Z,18.576,19.416,,AA TAU,VVS,STD,,,,
2456735.48144,15.177,0.068,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.83,Z,18.588,19.447,,AA TAU,VVS,STD,,,,
2456735.48219,15.228,0.068,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.84,Z,18.600,19.468,,AA TAU,VVS,STD,,,,
2456736.48013,15.220,0.065,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.84,Z,18.531,19.370,,AA TAU,VVS,STD,,,,
2456736.48088,15.220,0.066,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.85,Z,18.552,19.406,,AA TAU,VVS,STD,,,,
2456736.63905,15.290,0.030,,V,MJB,,000-BKF-957,000-BKF-955,13222QC,STANDARD MAG: C = 14.179  K = 13.052,0,1.88,Z,17.463,16.326,,AA TAU,AAVSO,STD,,,,
2456737.47977,15.521,0.088,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.87,Z,18.564,19.399,,AA TAU,VVS,STD,,,,
2456737.48052,15.526,0.088,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.87,Z,18.564,19.372,,AA TAU,VVS,STD,,,,
2456738.47917,15.719,0.113,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.89,Z,18.547,19.427,,AA TAU,VVS,STD,,,,
2456738.47992,15.735,0.095,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.90,Z,18.542,19.412,,AA TAU,VVS,STD,,,,
2456738.64105,15.444,0.065,,V,MJB,,000-BKF-957,000-BKF-955,13222QC,STANDARD MAG: C = 14.179  K = 13.052,0,2.00,Z,18.039,16.868,,AA TAU,AAVSO,STD,,,,
2456864.90347,12.7,,,Vis.,CKB,Y,120,125,12459DD,VL,,,Z,,,,AA TAU,AAVSO,STD,,,,
2456892.84325,14.264,0.049,,V,ROE,,ENSEMBLE,144,6983CFP,U,0,1.790,Z,,14.281,,AA TAU,AAVSO,STD,,,,
2456893.84424,14.827,0.033,,V,ROE,,ENSEMBLE,144,6983CFP,,0,1.743,Z,,14.269,,AA TAU,AAVSO,STD,,,,
2456894.84316,14.066,0.054,,V,ROE,,ENSEMBLE,144,6983CFP,,0,1.723,Z,,14.289,,AA TAU,AAVSO,STD,,,,
2456895.62024,13.943,0.013,,V,WRCA,,ENSEMBLE,,13598BNA,,0,1.485,Z,,,,AA TAU,AAVSO,STD,,,,
2456895.83760,14.096,0.043,,V,ROE,,ENSEMBLE,144,6983CFP,,0,1.758,Z,,14.275,,AA TAU,AAVSO,STD,,,,
2456901.86089,14.188,0.077,,V,ROE,,ENSEMBLE,144,6983CFP,U,0,1.393,Z,,14.029,,AA TAU,AAVSO,STD,,,,
2456902.60303,14.585,0.023,,V,WRCA,,ENSEMBLE,,13598BNA,,0,1.469,Z,,,,AA TAU,AAVSO,STD,,,,
2456903.82605,14.492,0.086,,V,ROE,,ENSEMBLE,144,6983CFP,BU,0,1.640,Z,,14.359,,AA TAU,AAVSO,STD,,,,
2456904.81167,14.048,0.035,,V,ROE,,ENSEMBLE,144,6983CFP,B,0,1.775,Z,,14.345,,AA TAU,AAVSO,STD,,,,
2456905.81010,14.029,0.023,,V,ROE,,ENSEMBLE,144,6983CFP,B,0,1.725,Z,,14.318,,AA TAU,AAVSO,STD,,,,
2456908.266264,11.572,0.038,,I,HMH,,ENSEMBLE,000-BKM-137,13617TFW,,1,1.855,Z,,12.928,,AA TAU,AAVSO,STD,,,,
2456910.54809,14.175,0.022,,V,WRCA,,ENSEMBLE,,13598BNA,,0,1.810,Z,,,,AA TAU,AAVSO,STD,,,,
2456917.55096,13.650,0.029,,V,WRCA,,ENSEMBLE,,13598BNA,,0,1.564,Z,,,,AA TAU,AAVSO,STD,,,,
2456919.77994,13.575,0.081,,V,ROE,,ENSEMBLE,,6983CFP,U,0,1.666,Z,,,,AA TAU,AAVSO,STD,,,,
2456920.79398,13.423,0.094,,V,ROE,,ENSEMBLE,144,6983CFP,,0,1.505,Z,,14.241,,AA TAU,AAVSO,STD,,,,
2456921.242055,13.062,0.186,,V,HMH,,ENSEMBLE,000-BKM-137,13617TFW,,1,1.758,Z,,14.101,,AA TAU,AAVSO,STD,,,,
2456922.76056,13.469,0.038,,V,ROE,,ENSEMBLE,144,6983CFP,U,0,1.801,Z,,14.233,,AA TAU,AAVSO,STD,,,,
2456923.75859,13.879,0.076,,V,ROE,,ENSEMBLE,144,6983CFP,U,0,1.765,Z,,14.342,,AA TAU,AAVSO,STD,,,,
2456927.221480,15.797,0.174,,B,HMH,,ENSEMBLE,000-BKM-137,13617TFW,,1,1.791,Z,,15.802,,AA TAU,AAVSO,STD,,,,
2456927.90623,14.431,0.033,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.067,Z,,12.436,,AA TAU,AAVSO,STD,,,,
2456930.83306,14.047,0.026,,V,ROE,,ENSEMBLE,144,6983CFP,,0,1.152,Z,,14.339,,AA TAU,AAVSO,STD,,,,
2456931.74090,14.275,0.018,,V,ROE,,ENSEMBLE,144,6983CFP,U,0,1.737,Z,,14.364,,AA TAU,AAVSO,STD,,,,
2456933.91124,14.239,0.057,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.095,Z,,12.472,,AA TAU,AAVSO,STD,,,,
2456934.98178,13.893,0.018,,V,WRCA,,ENSEMBLE,122,13598BNA,,0,1.027,Z,,12.232,,AA TAU,AAVSO,STD,,,,
2456935.251272,14.078,0.056,,V,HMH,,ENSEMBLE,000-BKM-137,12498S,,1,1.534,Z,,14.639,,AA TAU,AAVSO,STD,,,,
2456940.91429,13.801,0.072,,V,MZK,,ENSEMBLE,132,9528M,,1,1.141,Z,,13.199,,AA TAU,AAVSO,STD,,,,
2456940.91566,15.321,0.082,,B,MZK,,ENSEMBLE,132,9528M,,1,1.145,Z,,14.145,,AA TAU,AAVSO,STD,,,,
2456941.235056,11.278,0.054,,I,HMH,,ENSEMBLE,000-BKM-137,12498S,,1,1.534,Z,,12.926,,AA TAU,AAVSO,STD,,,,
2456948.208646,11.727,0.030,,I,HMH,,ENSEMBLE,000-BKM-137,12498S,,1,1.553,Z,,12.792,,AA TAU,AAVSO,STD,,,,
2456950.43,13.6,,,Vis.,FDA,,000,,999999,,,,Z,,,,AA TAU,MCSE,STD,,,,
2456950.98086,14.115,0.007,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.25,Z,16.220,17.380,,AA TAU,AAVSO,STD,,,,
2456951.59265,14.632,0.020,,V,WRCA,,ENSEMBLE,,13598BNA,,0,1.039,Z,,,,AA TAU,AAVSO,STD,,,,
2456951.97366,14.749,0.037,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.23,Z,17.895,19.037,,AA TAU,AAVSO,STD,,,,
2456952.87633,13.928,0.004,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.02,Z,16.492,17.657,,AA TAU,AAVSO,STD,,,,
2456953.89284,13.948,0.004,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.04,Z,16.424,17.584,,AA TAU,AAVSO,STD,,,,
2456956.199086,15.453,0.181,,B,HMH,,ENSEMBLE,000-BKM-137,12498S,,1,1.523,Z,,15.537,,AA TAU,AAVSO,STD,,,,
2456956.91701,14.525,0.026,,V,WRCA,,ENSEMBLE,122,13598BNA,,0,1.023,Z,,12.227,,AA TAU,AAVSO,STD,,,,
2456956.96111,14.544,0.007,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.24,Z,16.667,17.804,,AA TAU,AAVSO,STD,,,,
2456966.87795,15.088,0.056,,V,DDJ,,ENSEMBLE,120,13678DKX,,0,1.007,Z,,11.994,,AA TAU,AAVSO,STD,,,,
2456968.158320,12.002,0.070,,I,HMH,,ENSEMBLE,000-BKM-137,12498S,,1,1.541,Z,,12.926,,AA TAU,AAVSO,STD,,,,
2456980.82428,15.303,0.069,,V,MZK,,ENSEMBLE,132,9528M,,1,1.198,Z,,13.199,,AA TAU,AAVSO,STD,,,,
2456980.82565,16.051,0.084,,B,MZK,,ENSEMBLE,132,9528M,,1,1.203,Z,,14.145,,AA TAU,AAVSO,STD,,,,
2456980.90201,15.200,0.012,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.27,Z,16.437,17.558,,AA TAU,AAVSO,STD,,,,
2456987.87503,14.340,0.005,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.23,Z,16.003,17.152,,AA TAU,AAVSO,STD,,,,
2456988.85393,15.307,0.007,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.16,Z,16.011,17.170,,AA TAU,AAVSO,STD,,,,
2456989.86388,14.779,0.006,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.20,Z,16.050,17.214,,AA TAU,AAVSO,STD,,,,
2456991.80508,14.649,0.025,,V,WRCA,,ENSEMBLE,122,13598BNA,,0,1.013,Z,,12.232,,AA TAU,AAVSO,STD,,,,
2457005.78635,15.252,0.091,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.10,Z,19.070,20.262,,AA TAU,AAVSO,STD,,,,
2457007.85602,13.767,0.031,,V,WRCA,,ENSEMBLE,122,13598BNA,,0,1.211,Z,,12.243,,AA TAU,AAVSO,STD,,,,
2457008.75040,14.669,0.011,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.04,Z,17.151,18.312,,AA TAU,AAVSO,STD,,,,
2457012.79481,14.846,0.031,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.19,Z,18.365,19.545,,AA TAU,AAVSO,STD,,,,
2457020.75371,15.463,0.066,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.12,Z,18.629,19.758,,AA TAU,AAVSO,STD,,,,
2457021.034268,16.708,0.734,,B,HMH,,ENSEMBLE,000-BKM-137,12498S,,1,1.505,Z,,15.609,,AA TAU,AAVSO,STD,,,,
2457021.035731,12.982,0.048,,I,HMH,,ENSEMBLE,000-BKM-137,12498S,,1,1.503,Z,,12.898,,AA TAU,AAVSO,STD,,,,
2457021.72251,15.659,0.064,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.06,Z,18.099,19.259,,AA TAU,AAVSO,STD,,,,
2457022.78442,15.761,0.068,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.25,Z,17.174,18.310,,AA TAU,AAVSO,STD,,,,
2457027.71329,14.842,0.013,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.07,Z,16.330,17.466,,AA TAU,AAVSO,STD,,,,
2457028.74321,14.779,0.009,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.16,Z,16.227,17.380,,AA TAU,AAVSO,STD,,,,
2457029.75443,14.912,0.010,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.21,Z,16.235,17.393,,AA TAU,AAVSO,STD,,,,
2457031.70098,14.934,0.007,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.07,Z,16.283,17.401,,AA TAU,AAVSO,STD,,,,
2457032.69424,15.143,0.008,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.06,Z,16.226,17.379,,AA TAU,AAVSO,STD,,,,
2457034.74771,14.952,0.023,,V,WRCA,,ENSEMBLE,122,13598BNA,,0,1.094,Z,,12.233,,AA TAU,AAVSO,STD,,,,
2457036.68886,14.795,0.006,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.07,Z,16.296,17.448,,AA TAU,AAVSO,STD,,,,
2457038.67472,15.235,0.006,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.09,Z,16.067,17.207,,AA TAU,AAVSO,STD,,,,
2457039.67173,15.204,0.006,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.09,Z,16.042,17.167,,AA TAU,AAVSO,STD,,,,
2457040.011734,12.381,0.048,,I,HMH,,ENSEMBLE,000-BKM-137,12498S,,1,1.509,Z,,13.040,,AA TAU,AAVSO,STD,,,,
2457040.68185,14.981,0.006,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.08,Z,16.039,17.175,,AA TAU,AAVSO,STD,,,,
2457042.72400,14.952,0.006,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.24,Z,16.098,17.230,,AA TAU,AAVSO,STD,,,,
2457043.74668,14.647,0.005,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.36,Z,16.198,17.353,,AA TAU,AAVSO,STD,,,,
2457046.70842,15.569,0.009,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.21,Z,16.130,17.270,,AA TAU,AAVSO,STD,,,,
2457047.69833,15.308,0.007,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.18,Z,16.029,17.148,,AA TAU,AAVSO,STD,,,,
2457047.78520,15.296,0.043,,V,WRCA,,ENSEMBLE,122,13598BNA,,0,1.436,Z,,12.235,,AA TAU,AAVSO,STD,,,,
2457049.69286,15.567,0.009,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.19,Z,16.039,17.167,,AA TAU,AAVSO,STD,,,,
2457050.69073,15.436,0.011,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.18,Z,16.028,17.199,,AA TAU,AAVSO,STD,,,,
2457059.67163,15.706,0.013,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.21,Z,16.057,17.208,,AA TAU,AAVSO,STD,,,,
2457059.72645,15.705,0.030,,V,WRCA,,ENSEMBLE,122,13598BNA,,0,1.267,Z,,12.229,,AA TAU,AAVSO,STD,,,,
2457062.72909,15.963,0.017,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.70,Z,16.221,17.390,,AA TAU,AAVSO,STD,,,,
2457063.61579,16.168,0.015,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.07,Z,16.253,17.384,,AA TAU,AAVSO,STD,,,,
2457064.61303,16.205,0.015,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.07,Z,16.139,17.272,,AA TAU,AAVSO,STD,,,,
2457065.61058,16.520,0.021,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.07,Z,16.240,17.394,,AA TAU,AAVSO,STD,,,,
2457066.986320,13.779,0.122,,I,HMH,,ENSEMBLE,000-BKM-137,12498S,,1,1.670,Z,,12.898,,AA TAU,AAVSO,STD,,,,
2457067.61248,16.037,0.014,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.09,Z,16.128,17.264,,AA TAU,AAVSO,STD,,,,
2457072.975758,13.446,0.069,,I,HMH,,ENSEMBLE,000-BKM-137,12498S,,1,1.706,Z,,12.869,,AA TAU,AAVSO,STD,,,,
2457080.65497,16.113,0.031,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.43,Z,16.155,17.310,,AA TAU,AAVSO,STD,,,,
2457086.962569,13.054,0.069,,I,HMH,,ENSEMBLE,000-BKM-137,12498S,,1,1.920,Z,,12.835,,AA TAU,AAVSO,STD,,,,
2457087.60892,15.676,0.020,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.26,Z,16.127,17.300,,AA TAU,AAVSO,STD,,,,
2457088.61887,15.677,0.044,,V,WRCA,,ENSEMBLE,122,13598BNA,,0,1.147,Z,,12.227,,AA TAU,AAVSO,STD,,,,
2457088.63424,15.748,0.019,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.44,Z,16.228,17.388,,AA TAU,AAVSO,STD,,,,
2457091.26,<13.8,,,Vis.,FDA,,000,,999999,,,,Z,,,,AA TAU,MCSE,STD,,,,
2457094.955123,12.198,0.034,,I,HMH,,ENSEMBLE,000-BKM-137,12498S,,1,2.104,Z,,12.773,,AA TAU,AAVSO,STD,,,,
2457112.62665,14.828,0.015,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,2.19,Z,16.676,17.816,,AA TAU,AAVSO,STD,,,,
2457248.90267,16.116,0.022,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.47,Z,16.762,17.918,,AA TAU,AAVSO,STD,,,,
2457249.91363,16.319,0.034,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.37,Z,17.123,18.251,,AA TAU,AAVSO,STD,,,,
2457251.89689,16.386,0.029,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.45,Z,16.831,17.966,,AA TAU,AAVSO,STD,,,,
2457252.89200,16.255,0.058,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.47,Z,16.910,18.064,,AA TAU,AAVSO,STD,,,,
2457272.57847,<13.2,,,Vis.,FDA,,000,,999999,,,,Z,,,,AA TAU,MCSE,STD,,,,
2457275.86506,16.529,0.053,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.24,Z,17.447,18.607,,AA TAU,AAVSO,STD,,,,
2457276.86027,16.274,0.040,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.25,Z,17.105,18.239,,AA TAU,AAVSO,STD,,,,
2457278.86958,16.292,0.022,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.19,Z,16.709,17.853,,AA TAU,AAVSO,STD,,,,
2457279.86376,16.316,0.023,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.20,Z,16.574,17.725,,AA TAU,AAVSO,STD,,,,
2457280.86288,16.260,0.021,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.19,Z,16.625,17.744,,AA TAU,AAVSO,STD,,,,
2457288.96384,16.201,0.029,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.02,Z,16.518,17.729,,AA TAU,AAVSO,STD,,,,
2457290.94992,16.355,0.027,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.02,Z,16.844,18.035,,AA TAU,AAVSO,STD,,,,
2457296.96397,16.406,0.067,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.05,Z,16.886,18.087,,AA TAU,AAVSO,STD,,,,
2457302.78079,15.754,0.015,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.29,Z,16.721,17.857,,AA TAU,AAVSO,STD,,,,
2457303.89286,15.891,0.015,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.02,Z,16.735,17.877,,AA TAU,AAVSO,STD,,,,
2457304.82595,15.975,0.029,,V,MJB,,000-BKF-955,000-BKF-957,13222QC,STANDARD MAG: C = 13.052  K = 14.179,0,1.10,Z,17.099,18.255,,AA TAU,AAVSO,STD,,,,
