  i           filename[i]         MJD  year  mm  dd      i_flux   i_mag    v_mag  snr   mg8807ew  mg_8807_flux  mg8807co  mg_8807_wave  fe8689ew  fe_8689_flux  fe8689co  fe_8689_wave   K7700ew   K_7700_flux  K7700con   K_7700_wave   K7326ew   K_7326_flux  K7326con   K_7326_wave   K7016ew   K_7016_flux  K7016con   K_7016_wave  Li6708ew  Li_6708_flux  Li6708co  Li_6708_wave  bl6500ew  bl_6500_flux  bl6500co  bl_6500_wave  ca6122ew  ca_6122_flux  ca6122co  ca_6122_wave  un5660ew  un_5660_flux  un5660co  un_5660_wave  un5270ew  un_5270_flux  un5270co  un_5270_wave
154         1599366i.fits  56265.5352  2012  12   4    0.169971   1.924    14.27  25.0  0.048397    0.00011266  0.002328  880.72998047  0.046441    0.00009861  0.000099  868.90002441  0.062940    0.00008102  0.001287  769.94000244  0.032175    0.00003678  0.001143  732.65002441  0.025323    0.00002391  0.000944  701.66998291  0.052969    0.00003566  0.000673  670.83502197  0.143509    0.00009630  0.000671  649.79998779  0.086682    0.00004904  0.000566  612.25000000  0.099378    0.00004173  0.000420  566.05999756  0.457994    0.00014297  0.000312  526.84997559
155         1600131i.fits  56268.3711  2012  12   7    0.191914   1.792    14.12  28.0  0.047933    0.00012442  0.002596  880.72998047  0.045828    0.00010808  0.000108  868.90002441  0.062728    0.00009117  0.001453  769.94000244  0.033559    0.00004478  0.001334  732.65002441  0.026537    0.00002886  0.001087  701.66998291  0.053867    0.00004415  0.000820  670.83502197  0.138595    0.00010941  0.000789  649.79998779  0.088203    0.00005989  0.000679  612.25000000  0.089901    0.00004514  0.000502  566.05999756  0.445052    0.00017062  0.000383  526.84997559
156         1600132i.fits  56268.3867  2012  12   7    0.203551   1.728    14.06  29.0  0.047772    0.00013115  0.002745  880.72998047  0.045747    0.00011449  0.000114  868.90002441  0.063273    0.00009888  0.001563  769.94000244  0.033229    0.00004704  0.001416  732.65002441  0.026184    0.00003011  0.001150  701.66998291  0.056706    0.00004947  0.000872  670.83502197  0.146205    0.00012383  0.000847  649.79998779  0.088391    0.00006454  0.000730  612.25000000  0.097803    0.00005237  0.000535  566.05999756  0.459696    0.00018490  0.000402  526.84997559
157         1600133i.fits  56268.4023  2012  12   7    0.144755   2.098    14.35  24.0  0.049228    0.00009718  0.001974  880.72998047  0.047649    0.00008557  0.000086  868.90002441  0.062558    0.00006968  0.001114  769.94000244  0.032017    0.00003260  0.001018  732.65002441  0.028129    0.00002316  0.000823  701.66998291  0.055912    0.00003547  0.000634  670.83502197  0.146782    0.00008907  0.000607  649.79998779  0.086217    0.00004394  0.000510  612.25000000  0.110850    0.00004292  0.000387  566.05999756  0.482614    0.00013989  0.000290  526.84997559
158         1600134i.fits  56268.4180  2012  12   7    0.170275   1.922    14.23  26.0  0.047103    0.00010943  0.002323  880.72998047  0.048731    0.00010395  0.000104  868.90002441  0.064395    0.00008416  0.001307  769.94000244  0.032529    0.00003788  0.001164  732.65002441  0.026949    0.00002585  0.000959  701.66998291  0.056437    0.00004065  0.000720  670.83502197  0.137965    0.00009523  0.000690  649.79998779  0.088645    0.00005222  0.000589  612.25000000  0.083573    0.00003548  0.000424  566.05999756  0.469214    0.00015491  0.000330  526.84997559
159         1600410i.fits  56269.4414  2012  12   8    0.156555   2.013    14.28  25.0  0.047157    0.00010057  0.002133  880.72998047  0.046257    0.00009000  0.000090  868.90002441  0.064408    0.00007693  0.001194  769.94000244  0.028725    0.00003099  0.001079  732.65002441  0.028446    0.00002545  0.000895  701.66998291  0.052123    0.00003347  0.000642  670.83502197  0.143194    0.00009179  0.000641  649.79998779  0.089932    0.00004926  0.000548  612.25000000  0.094557    0.00003794  0.000401  566.05999756  0.455563    0.00014196  0.000312  526.84997559
160         1600411i.fits  56269.4570  2012  12   8    0.168566   1.933    14.23  26.0  0.048400    0.00011100  0.002293  880.72998047  0.046599    0.00009668  0.000097  868.90002441  0.063321    0.00008041  0.001270  769.94000244  0.031765    0.00003716  0.001170  732.65002441  0.025776    0.00002502  0.000971  701.66998291  0.055351    0.00004280  0.000773  670.83502197  0.139211    0.00009583  0.000688  649.79998779  0.089148    0.00005242  0.000588  612.25000000  0.093667    0.00004064  0.000434  566.05999756  0.433342    0.00014156  0.000327  526.84997559
161         1600412i.fits  56269.4727  2012  12   8    0.175985   1.886    14.18  27.0  0.048688    0.00011638  0.002390  880.72998047  0.046332    0.00010055  0.000101  868.90002441  0.062669    0.00008416  0.001343  769.94000244  0.031733    0.00003842  0.001211  732.65002441  0.025506    0.00002539  0.000996  701.66998291  0.053751    0.00003936  0.000732  670.83502197  0.135189    0.00009614  0.000711  649.79998779  0.083470    0.00005038  0.000604  612.25000000  0.091079    0.00004065  0.000446  566.05999756  0.449035    0.00015464  0.000344  526.84997559
162         1600413i.fits  56269.4883  2012  12   8    0.173761   1.900    14.18  27.0  0.045756    0.00010879  0.002378  880.72998047  0.044879    0.00009622  0.000096  868.90002441  0.061738    0.00008024  0.001300  769.94000244  0.031997    0.00003828  0.001196  732.65002441  0.026962    0.00002671  0.000991  701.66998291  0.054883    0.00003974  0.000724  670.83502197  0.142024    0.00009892  0.000696  649.79998779  0.085428    0.00005086  0.000595  612.25000000  0.099063    0.00004487  0.000453  566.05999756  0.457278    0.00015547  0.000340  526.84997559
163         1600690i.fits  56270.4180  2012  12   9    0.114696   2.351    14.59  21.0  0.046281    0.00007350  0.001588  880.72998047  0.045500    0.00006522  0.000065  868.90002441  0.060230    0.00005042  0.000837  769.94000244  0.029594    0.00002265  0.000766  732.65002441  0.023308    0.00001464  0.000628  701.66998291  0.053124    0.00002412  0.000454  670.83502197  0.145037    0.00006480  0.000447  649.79998779  0.083969    0.00003213  0.000383  612.25000000  0.083811    0.00002262  0.000270  566.05999756  0.457288    0.00010212  0.000223  526.84997559
164         1600691i.fits  56270.4297  2012  12   9    0.125482   2.254    14.54  22.0  0.049029    0.00008560  0.001746  880.72998047  0.044065    0.00006822  0.000068  868.90002441  0.061204    0.00005580  0.000912  769.94000244  0.030368    0.00002545  0.000838  732.65002441  0.024607    0.00001711  0.000695  701.66998291  0.053931    0.00002663  0.000494  670.83502197  0.141850    0.00007063  0.000498  649.79998779  0.092892    0.00003827  0.000412  612.25000000  0.105780    0.00003194  0.000302  566.05999756  0.424312    0.00009969  0.000235  526.84997559
165         1600692i.fits  56270.4453  2012  12   9    0.129925   2.216    14.52  22.0  0.048535    0.00008683  0.001789  880.72998047  0.046132    0.00007456  0.000075  868.90002441  0.064089    0.00006093  0.000951  769.94000244  0.032568    0.00002815  0.000864  732.65002441  0.022297    0.00001556  0.000698  701.66998291  0.053140    0.00002701  0.000508  670.83502197  0.140620    0.00007010  0.000499  649.79998779  0.086912    0.00003693  0.000425  612.25000000  0.094059    0.00002943  0.000313  566.05999756  0.404170    0.00009720  0.000240  526.84997559
166         1600693i.fits  56270.4609  2012  12   9    0.138533   2.146    14.44  23.0  0.047389    0.00009039  0.001907  880.72998047  0.046215    0.00008008  0.000080  868.90002441  0.061278    0.00006176  0.001008  769.94000244  0.030427    0.00002779  0.000913  732.65002441  0.017985    0.00001329  0.000739  701.66998291  0.058035    0.00003163  0.000545  670.83502197  0.138252    0.00007419  0.000537  649.79998779  0.085917    0.00003909  0.000455  612.25000000  0.097852    0.00003261  0.000333  566.05999756  0.473072    0.00011960  0.000253  526.84997559
167         1600913i.fits  56271.3516  2012  12  10    0.155526   2.020    14.35  25.0  0.046234    0.00009751  0.002109  880.72998047  0.045083    0.00008609  0.000086  868.90002441  0.061432    0.00006925  0.001127  769.94000244  0.032699    0.00003392  0.001037  732.65002441  0.021510    0.00001830  0.000851  701.66998291  0.052999    0.00003215  0.000607  670.83502197  0.140970    0.00008562  0.000607  649.79998779  0.089145    0.00004575  0.000513  612.25000000  0.091432    0.00003471  0.000380  566.05999756  0.420062    0.00011855  0.000282  526.84997559
168         1600914i.fits  56271.3672  2012  12  10    0.160370   1.987    14.34  25.0  0.046990    0.00010241  0.002179  880.72998047  0.046305    0.00009161  0.000092  868.90002441  0.059912    0.00006832  0.001140  769.94000244  0.030573    0.00003287  0.001075  732.65002441  0.020341    0.00001753  0.000862  701.66998291  0.057635    0.00003705  0.000643  670.83502197  0.147673    0.00009251  0.000626  649.79998779  0.088687    0.00004628  0.000522  612.25000000  0.099287    0.00003881  0.000391  566.05999756  0.438309    0.00012984  0.000296  526.84997559
169         1600915i.fits  56271.3828  2012  12  10    0.160766   1.985    14.34  25.0  0.045566    0.00010005  0.002196  880.72998047  0.044519    0.00008777  0.000088  868.90002441  0.060875    0.00007054  0.001159  769.94000244  0.032964    0.00003582  0.001087  732.65002441  0.021927    0.00001920  0.000875  701.66998291  0.054369    0.00003440  0.000633  670.83502197  0.136001    0.00008447  0.000621  649.79998779  0.090017    0.00004761  0.000529  612.25000000  0.096986    0.00003730  0.000385  566.05999756  0.440291    0.00012967  0.000295  526.84997559
170         1600916i.fits  56271.3945  2012  12  10    0.152936   2.039    14.38  24.0  0.045596    0.00009524  0.002089  880.72998047  0.045267    0.00008556  0.000086  868.90002441  0.063215    0.00007004  0.001108  769.94000244  0.030513    0.00003089  0.001012  732.65002441  0.021738    0.00001840  0.000847  701.66998291  0.053120    0.00003129  0.000589  670.83502197  0.140668    0.00008273  0.000588  649.79998779  0.087064    0.00004293  0.000493  612.25000000  0.105245    0.00003881  0.000369  566.05999756  0.450486    0.00012485  0.000277  526.84997559
171         1769715i.fits  57011.4023  2014  12  20    0.219183   1.648    13.79  32.0  0.039510    0.00011658  0.002950  880.72998047  0.039103    0.00010634  0.000106  868.90002441  0.052909    0.00008686  0.001642  769.94000244  0.026470    0.00004004  0.001513  732.65002441  0.019499    0.00002424  0.001243  701.66998291  0.043524    0.00004219  0.000969  670.83502197  0.100477    0.00009507  0.000946  649.79998779  0.065760    0.00005037  0.000766  612.25000000  0.055749    0.00003159  0.000567  566.05999756  0.265232    0.00012047  0.000454  526.84997559
172         1769716i.fits  57011.4141  2014  12  20    0.217481   1.656    13.80  31.0  0.036894    0.00010808  0.002929  880.72998047  0.037309    0.00010074  0.000101  868.90002441  0.055641    0.00009103  0.001636  769.94000244  0.025823    0.00003841  0.001487  732.65002441  0.016286    0.00002006  0.001232  701.66998291  0.042986    0.00004031  0.000938  670.83502197  0.106678    0.00009895  0.000928  649.79998779  0.065310    0.00004951  0.000758  612.25000000  0.066462    0.00003784  0.000569  566.05999756  0.256046    0.00011631  0.000454  526.84997559
173         1769717i.fits  57011.4297  2014  12  20    0.196353   1.767    13.90  30.0  0.038693    0.00010233  0.002645  880.72998047  0.038898    0.00009465  0.000095  868.90002441  0.051823    0.00007572  0.001461  769.94000244  0.027324    0.00003689  0.001350  732.65002441  0.019373    0.00002162  0.001116  701.66998291  0.044364    0.00003869  0.000872  670.83502197  0.104811    0.00008483  0.000809  649.79998779  0.065859    0.00004430  0.000673  612.25000000  0.066093    0.00003300  0.000499  566.05999756  0.278720    0.00011050  0.000396  526.84997559
174         1769718i.fits  57011.4414  2014  12  20    0.184289   1.836    13.96  29.0  0.038528    0.00009600  0.002492  880.72998047  0.037854    0.00008671  0.000087  868.90002441  0.054789    0.00007592  0.001386  769.94000244  0.027283    0.00003423  0.001255  732.65002441  0.021431    0.00002268  0.001058  701.66998291  0.046063    0.00003711  0.000806  670.83502197  0.099984    0.00007452  0.000745  649.79998779  0.065547    0.00004069  0.000621  612.25000000  0.072995    0.00003448  0.000472  566.05999756  0.282702    0.00010607  0.000375  526.84997559
175         1770078i.fits  57012.3750  2014  12  21    0.191077   1.797    13.94  29.0  0.039199    0.00010107  0.002578  880.72998047  0.038167    0.00008931  0.000089  868.90002441  0.052583    0.00007565  0.001439  769.94000244  0.028509    0.00003742  0.001313  732.65002441  0.017974    0.00001938  0.001078  701.66998291  0.046918    0.00003944  0.000841  670.83502197  0.106500    0.00008376  0.000787  649.79998779  0.068764    0.00004516  0.000657  612.25000000  0.071304    0.00003555  0.000499  566.05999756  0.282633    0.00010827  0.000383  526.84997559
176         1770079i.fits  57012.3867  2014  12  21    0.190985   1.798    13.95  29.0  0.038423    0.00009798  0.002550  880.72998047  0.038952    0.00009163  0.000092  868.90002441  0.054362    0.00007939  0.001460  769.94000244  0.026431    0.00003414  0.001292  732.65002441  0.020836    0.00002246  0.001078  701.66998291  0.042643    0.00003524  0.000826  670.83502197  0.107654    0.00008301  0.000771  649.79998779  0.068810    0.00004466  0.000649  612.25000000  0.077240    0.00003847  0.000498  566.05999756  0.274518    0.00010850  0.000395  526.84997559
177         1770080i.fits  57012.4023  2014  12  21    0.168801   1.932    14.05  27.0  0.038689    0.00008723  0.002255  880.72998047  0.037772    0.00007872  0.000079  868.90002441  0.052301    0.00006629  0.001267  769.94000244  0.025048    0.00002835  0.001132  732.65002441  0.021487    0.00002043  0.000951  701.66998291  0.043736    0.00003219  0.000736  670.83502197  0.115914    0.00008316  0.000717  649.79998779  0.068654    0.00004050  0.000590  612.25000000  0.079357    0.00003455  0.000435  566.05999756  0.246925    0.00008437  0.000342  526.84997559
178         1770081i.fits  57012.4141  2014  12  21    0.169132   1.929    14.06  27.0  0.036719    0.00008359  0.002277  880.72998047  0.035946    0.00007519  0.000075  868.90002441  0.052167    0.00006620  0.001269  769.94000244  0.024139    0.00002746  0.001137  732.65002441  0.017013    0.00001615  0.000949  701.66998291  0.042525    0.00003170  0.000745  670.83502197  0.112645    0.00007904  0.000702  649.79998779  0.066015    0.00003791  0.000574  612.25000000  0.070744    0.00003061  0.000433  566.05999756  0.291788    0.00009822  0.000337  526.84997559
179         1770264i.fits  57013.4141  2014  12  22    0.065263   2.963    14.49  19.0  0.027066    0.00002316  0.000856  880.72998047  0.028729    0.00002216  0.000022  868.90002441  0.032505    0.00001613  0.000496  769.94000244  0.023765    0.00001121  0.000471  732.65002441  0.011759    0.00000460  0.000391  701.66998291  0.030199    0.00000957  0.000317  670.83502197  0.093165    0.00003120  0.000335  649.79998779  0.067814    0.00001864  0.000275  612.25000000  0.062973    0.00001434  0.000228  566.05999756  0.233079    0.00004443  0.000191  526.84997559
180         1770265i.fits  57013.4258  2014  12  22    0.064275   2.980    14.46  18.0  0.030365    0.00002586  0.000852  880.72998047  0.032074    0.00002503  0.000025  868.90002441  0.028523    0.00001401  0.000491  769.94000244  0.025485    0.00001234  0.000484  732.65002441  0.014504    0.00000566  0.000391  701.66998291  0.031573    0.00000982  0.000311  670.83502197  0.118051    0.00003602  0.000305  649.79998779  0.063057    0.00001683  0.000267  612.25000000  0.057770    0.00001265  0.000219  566.05999756  0.186475    0.00003459  0.000185  526.84997559
181         1770266i.fits  57013.4375  2014  12  22    0.065455   2.960    14.48  19.0  0.031921    0.00002728  0.000855  880.72998047  0.033260    0.00002624  0.000026  868.90002441  0.025106    0.00001253  0.000499  769.94000244  0.024099    0.00001127  0.000468  732.65002441  0.017037    0.00000670  0.000393  701.66998291  0.030550    0.00001114  0.000365  670.83502197  0.099004    0.00002968  0.000300  649.79998779  0.060594    0.00001626  0.000268  612.25000000  0.101012    0.00002341  0.000232  566.05999756  0.083951    0.00001510  0.000180  526.84997559
182         1770267i.fits  57013.4492  2014  12  22    0.067457   2.927    14.42  19.0  0.030461    0.00002736  0.000898  880.72998047  0.029809    0.00002399  0.000024  868.90002441  0.029875    0.00001552  0.000519  769.94000244  0.023318    0.00001163  0.000499  732.65002441  0.012601    0.00000507  0.000402  701.66998291  0.028537    0.00001104  0.000387  670.83502197  0.094701    0.00003132  0.000331  649.79998779  0.066063    0.00001842  0.000279  612.25000000  0.055420    0.00001255  0.000227  566.05999756  0.112243    0.00002092  0.000186  526.84997559
183         1771277i.fits  57020.3906  2014  12  29    0.106173   2.435    14.30  22.0  0.041409    0.00005975  0.001443  880.72998047  0.037431    0.00004930  0.000049  868.90002441  0.053637    0.00004358  0.000813  769.94000244  0.027558    0.00002084  0.000756  732.65002441  0.018367    0.00001141  0.000621  701.66998291  0.044484    0.00002172  0.000488  670.83502197  0.125371    0.00005850  0.000467  649.79998779  0.080656    0.00003271  0.000406  612.25000000  0.080180    0.00002455  0.000306  566.05999756  0.345311    0.00008901  0.000258  526.84997559
184         1771278i.fits  57020.4023  2014  12  29    0.109533   2.401    14.29  23.0  0.042738    0.00006348  0.001485  880.72998047  0.037347    0.00005000  0.000050  868.90002441  0.052636    0.00004304  0.000818  769.94000244  0.028275    0.00002172  0.000768  732.65002441  0.019097    0.00001200  0.000628  701.66998291  0.045981    0.00002273  0.000494  670.83502197  0.132302    0.00006353  0.000480  649.79998779  0.081598    0.00003411  0.000418  612.25000000  0.097631    0.00003196  0.000327  566.05999756  0.348338    0.00009069  0.000260  526.84997559
185         1771279i.fits  57020.4141  2014  12  29    0.104340   2.454    14.35  22.0  0.040685    0.00005635  0.001385  880.72998047  0.038365    0.00004830  0.000048  868.90002441  0.052084    0.00004022  0.000772  769.94000244  0.030665    0.00002243  0.000731  732.65002441  0.020950    0.00001235  0.000590  701.66998291  0.048538    0.00002327  0.000479  670.83502197  0.126254    0.00005966  0.000473  649.79998779  0.079981    0.00003122  0.000390  612.25000000  0.077862    0.00002290  0.000294  566.05999756  0.280028    0.00006718  0.000240  526.84997559
186         1771280i.fits  57020.4258  2014  12  29    0.104255   2.455    14.34  22.0  0.039102    0.00005456  0.001395  880.72998047  0.039914    0.00005165  0.000052  868.90002441  0.056599    0.00004519  0.000798  769.94000244  0.029259    0.00002136  0.000730  732.65002441  0.021306    0.00001258  0.000590  701.66998291  0.041994    0.00001920  0.000457  670.83502197  0.109323    0.00005195  0.000475  649.79998779  0.076740    0.00002990  0.000390  612.25000000  0.068669    0.00002032  0.000296  566.05999756  0.306347    0.00007301  0.000238  526.84997559
187         1771710i.fits  57021.3320  2014  12  30    0.089704   2.618    14.42  20.0  0.040114    0.00004962  0.001237  880.72998047  0.037237    0.00004127  0.000041  868.90002441  0.046492    0.00003112  0.000669  769.94000244  0.029317    0.00001875  0.000640  732.65002441  0.021771    0.00001129  0.000518  701.66998291  0.043432    0.00001781  0.000410  670.83502197  0.108584    0.00004311  0.000397  649.79998779  0.078083    0.00002712  0.000347  612.25000000  0.074949    0.00001948  0.000260  566.05999756  0.288169    0.00006118  0.000212  526.84997559
188         1771711i.fits  57021.3438  2014  12  30    0.083946   2.690    14.48  20.0  0.039652    0.00004580  0.001155  880.72998047  0.036326    0.00003827  0.000038  868.90002441  0.048362    0.00003093  0.000640  769.94000244  0.028458    0.00001683  0.000592  732.65002441  0.015786    0.00000759  0.000481  701.66998291  0.041600    0.00001511  0.000363  670.83502197  0.120078    0.00004571  0.000381  649.79998779  0.078526    0.00002465  0.000314  612.25000000  0.095906    0.00002455  0.000256  566.05999756  0.313449    0.00006309  0.000201  526.84997559
189         1771712i.fits  57021.3555  2014  12  30    0.087673   2.643    14.44  20.0  0.038534    0.00004565  0.001185  880.72998047  0.038427    0.00004179  0.000042  868.90002441  0.048922    0.00003245  0.000663  769.94000244  0.032228    0.00002001  0.000621  732.65002441  0.018828    0.00000942  0.000500  701.66998291  0.040932    0.00001712  0.000418  670.83502197  0.118897    0.00004828  0.000406  649.79998779  0.080208    0.00002636  0.000329  612.25000000  0.095248    0.00002513  0.000264  566.05999756  0.300503    0.00006464  0.000215  526.84997559
190         1771713i.fits  57021.3711  2014  12  30    0.090144   2.613    14.41  20.0  0.037648    0.00004572  0.001215  880.72998047  0.036452    0.00004032  0.000040  868.90002441  0.045741    0.00003078  0.000673  769.94000244  0.028231    0.00001793  0.000635  732.65002441  0.020262    0.00001063  0.000525  701.66998291  0.044949    0.00001912  0.000425  670.83502197  0.126895    0.00005098  0.000402  649.79998779  0.078703    0.00002722  0.000346  612.25000000  0.112144    0.00003128  0.000279  566.05999756  0.319186    0.00007167  0.000225  526.84997559
191         1772369i.fits  57029.3789  2015   1   7    0.209078   1.699    13.84  30.0  0.043904    0.00012337  0.002810  880.72998047  0.043043    0.00010986  0.000110  868.90002441  0.060311    0.00009571  0.001587  769.94000244  0.031792    0.00004604  0.001448  732.65002441  0.021047    0.00002519  0.001197  701.66998291  0.054661    0.00004936  0.000903  670.83502197  0.135774    0.00012099  0.000891  649.79998779  0.085140    0.00006356  0.000747  612.25000000  0.095593    0.00005371  0.000562  566.05999756  0.374997    0.00016270  0.000434  526.84997559
192         1772370i.fits  57029.3906  2015   1   7    0.209156   1.699    13.85  30.0  0.043869    0.00012391  0.002824  880.72998047  0.046309    0.00011975  0.000120  868.90002441  0.060209    0.00009442  0.001568  769.94000244  0.029578    0.00004275  0.001445  732.65002441  0.021028    0.00002527  0.001202  701.66998291  0.055854    0.00005148  0.000922  670.83502197  0.132800    0.00011654  0.000878  649.79998779  0.086396    0.00006461  0.000748  612.25000000  0.077124    0.00004258  0.000552  566.05999756  0.398808    0.00017482  0.000438  526.84997559
193         1772371i.fits  57029.4023  2015   1   7    0.203315   1.730    13.86  30.0  0.044558    0.00012318  0.002765  880.72998047  0.045232    0.00011395  0.000114  868.90002441  0.060077    0.00009281  0.001545  769.94000244  0.029853    0.00004252  0.001424  732.65002441  0.023321    0.00002759  0.001183  701.66998291  0.052930    0.00004661  0.000881  670.83502197  0.139517    0.00012182  0.000873  649.79998779  0.084006    0.00006088  0.000725  612.25000000  0.079925    0.00004370  0.000547  566.05999756  0.397222    0.00017384  0.000438  526.84997559
194         1772372i.fits  57029.4141  2015   1   7    0.200304   1.746    13.89  29.0  0.042729    0.00011470  0.002684  880.72998047  0.043620    0.00010607  0.000106  868.90002441  0.060585    0.00009045  0.001493  769.94000244  0.029383    0.00004066  0.001384  732.65002441  0.020505    0.00002348  0.001145  701.66998291  0.052687    0.00004476  0.000849  670.83502197  0.131627    0.00011278  0.000857  649.79998779  0.082829    0.00005863  0.000708  612.25000000  0.103411    0.00005699  0.000551  566.05999756  0.392600    0.00016392  0.000418  526.84997559
195         1772714i.fits  57030.3359  2015   1   8    0.166581   1.946    14.08  27.0  0.040334    0.00009145  0.002267  880.72998047  0.040097    0.00008217  0.000082  868.90002441  0.055184    0.00007074  0.001282  769.94000244  0.029004    0.00003298  0.001137  732.65002441  0.018722    0.00001752  0.000936  701.66998291  0.051271    0.00003740  0.000729  670.83502197  0.125075    0.00008542  0.000683  649.79998779  0.079217    0.00004662  0.000589  612.25000000  0.084290    0.00003779  0.000448  566.05999756  0.361500    0.00012895  0.000357  526.84997559
196         1772715i.fits  57030.3477  2015   1   8    0.155696   2.019    14.15  26.0  0.039128    0.00008242  0.002106  880.72998047  0.042649    0.00008365  0.000084  868.90002441  0.054658    0.00006313  0.001155  769.94000244  0.026680    0.00002799  0.001049  732.65002441  0.019469    0.00001695  0.000871  701.66998291  0.048030    0.00003052  0.000636  670.83502197  0.112620    0.00007125  0.000633  649.79998779  0.077672    0.00004137  0.000533  612.25000000  0.093678    0.00003968  0.000424  566.05999756  0.341235    0.00010898  0.000319  526.84997559
197         1772716i.fits  57030.3633  2015   1   8    0.158208   2.002    14.14  26.0  0.038875    0.00008340  0.002145  880.72998047  0.040095    0.00007779  0.000078  868.90002441  0.054441    0.00006436  0.001182  769.94000244  0.029997    0.00003278  0.001093  732.65002441  0.019574    0.00001733  0.000885  701.66998291  0.050311    0.00003348  0.000666  670.83502197  0.122405    0.00008363  0.000683  649.79998779  0.080844    0.00004476  0.000554  612.25000000  0.094983    0.00003998  0.000421  566.05999756  0.318101    0.00010186  0.000320  526.84997559
198         1772717i.fits  57030.3750  2015   1   8    0.152851   2.039    14.16  25.0  0.041321    0.00008728  0.002112  880.72998047  0.042885    0.00008243  0.000082  868.90002441  0.053390    0.00006206  0.001162  769.94000244  0.027154    0.00002819  0.001038  732.65002441  0.019197    0.00001669  0.000869  701.66998291  0.047552    0.00003034  0.000638  670.83502197  0.125646    0.00007774  0.000619  649.79998779  0.083074    0.00004339  0.000522  612.25000000  0.071668    0.00002797  0.000390  566.05999756  0.333756    0.00010641  0.000319  526.84997559
199         1772915i.fits  57031.3320  2015   1   9    0.212720   1.680    13.95  29.0  0.041140    0.00011828  0.002875  880.72998047  0.040564    0.00010604  0.000106  868.90002441  0.054809    0.00008657  0.001580  769.94000244  0.022923    0.00003294  0.001437  732.65002441  0.021546    0.00002621  0.001217  701.66998291  0.049096    0.00004448  0.000906  670.83502197  0.122380    0.00010551  0.000862  649.79998779  0.076817    0.00005510  0.000717  612.25000000  0.084668    0.00004533  0.000535  566.05999756  0.349271    0.00014638  0.000419  526.84997559
200         1772916i.fits  57031.3438  2015   1   9    0.205278   1.719    13.97  29.0  0.040318    0.00011218  0.002782  880.72998047  0.040235    0.00010118  0.000101  868.90002441  0.055589    0.00008484  0.001526  769.94000244  0.027431    0.00003798  0.001384  732.65002441  0.017978    0.00002045  0.001138  701.66998291  0.047434    0.00004034  0.000850  670.83502197  0.116895    0.00009905  0.000847  649.79998779  0.076418    0.00005309  0.000695  612.25000000  0.080213    0.00004078  0.000508  566.05999756  0.351219    0.00014196  0.000404  526.84997559
201         1772917i.fits  57031.3594  2015   1   9    0.221310   1.637    13.88  30.0  0.040736    0.00012137  0.002979  880.72998047  0.040047    0.00010876  0.000109  868.90002441  0.054161    0.00008955  0.001653  769.94000244  0.028567    0.00004305  0.001507  732.65002441  0.018833    0.00002359  0.001253  701.66998291  0.047339    0.00004300  0.000908  670.83502197  0.115177    0.00010540  0.000915  649.79998779  0.069457    0.00005245  0.000755  612.25000000  0.082845    0.00004706  0.000568  566.05999756  0.316121    0.00013604  0.000430  526.84997559
202         1772918i.fits  57031.3711  2015   1   9    0.215814   1.665    13.92  30.0  0.039265    0.00011552  0.002942  880.72998047  0.038919    0.00010432  0.000104  868.90002441  0.053879    0.00008775  0.001629  769.94000244  0.025707    0.00003736  0.001454  732.65002441  0.019101    0.00002393  0.001253  701.66998291  0.047722    0.00004336  0.000909  670.83502197  0.114603    0.00009995  0.000872  649.79998779  0.077009    0.00005701  0.000740  612.25000000  0.103966    0.00005920  0.000569  566.05999756  0.322332    0.00013889  0.000431  526.84997559
203         1773156i.fits  57032.3320  2015   1  10    0.133340   2.188    14.15  24.0  0.031779    0.00005543  0.001744  880.72998047  0.036544    0.00005916  0.000059  868.90002441  0.040186    0.00004034  0.001004  769.94000244  0.025030    0.00002313  0.000924  732.65002441  0.017536    0.00001365  0.000778  701.66998291  0.040967    0.00002562  0.000625  670.83502197  0.109555    0.00006384  0.000583  649.79998779  0.067354    0.00003366  0.000500  612.25000000  0.090402    0.00003623  0.000401  566.05999756  0.251324    0.00008102  0.000322  526.84997559
204         1773157i.fits  57032.3477  2015   1  10    0.154580   2.027    14.02  26.0  0.034954    0.00007147  0.002045  880.72998047  0.034775    0.00006547  0.000065  868.90002441  0.043223    0.00005046  0.001168  769.94000244  0.024160    0.00002717  0.001125  732.65002441  0.016009    0.00001457  0.000910  701.66998291  0.041687    0.00003008  0.000722  670.83502197  0.111490    0.00007829  0.000702  649.79998779  0.066058    0.00003910  0.000592  612.25000000  0.071932    0.00003322  0.000462  566.05999756  0.294104    0.00011376  0.000387  526.84997559
205         1773158i.fits  57032.3594  2015   1  10    0.150974   2.053    14.04  26.0  0.036813    0.00007399  0.002010  880.72998047  0.034823    0.00006429  0.000064  868.90002441  0.043096    0.00004931  0.001144  769.94000244  0.025781    0.00002748  0.001066  732.65002441  0.015268    0.00001346  0.000882  701.66998291  0.040151    0.00002732  0.000680  670.83502197  0.106257    0.00007125  0.000671  649.79998779  0.061784    0.00003624  0.000586  612.25000000  0.074434    0.00003385  0.000455  566.05999756  0.262918    0.00009868  0.000375  526.84997559
